资源名称,下载地址,下载地址链接,类型
Java教程,链接：https://pan.baidu.com/s/1SSS50hstcJFg-hO8T-SFuw  提取码：mqun,https://pan.baidu.com/s/1SSS50hstcJFg-hO8T-SFuw,Java
微信小程序入门与实战_常用组件API开发技巧项目实战,链接：https://pan.baidu.com/s/1gb2DxO0NTXWRlJTJgMf52A  提取码：vr4l,https://pan.baidu.com/s/1gb2DxO0NTXWRlJTJgMf52A,小程序
[Linux内核编程],链接：https://pan.baidu.com/s/1jSFt9V1_bJbVrvKbJPVGPA  提取码：ybpm,https://pan.baidu.com/s/1jSFt9V1_bJbVrvKbJPVGPA,C/C++
One of the Most Important Papers in Modern Machine Learning was Published Almost a Year Ago,链接:https://pan.baidu.com/s/15GVFxWyp95od9HBaDFEQdQ  密码:ahqc,https://pan.baidu.com/s/15GVFxWyp95od9HBaDFEQdQ,人工智能
跟谁学 2019耿建超治愈系英语课程,链接：https://pan.baidu.com/s/1LHN7PBTRfSBvzmsBlh7ZXA  提取码：j5dz,https://pan.baidu.com/s/1LHN7PBTRfSBvzmsBlh7ZXA,英语
oracle数据库图解及PL/SQL,链接：https://pan.baidu.com/s/1QzkkvXSUk0ZJN2151bh6cA  提取码：n6tv,https://pan.baidu.com/s/1QzkkvXSUk0ZJN2151bh6cA,其它
[跟谁学]词霸天下38000词汇速记全集,链接：https://pan.baidu.com/s/1NGORe3b1JRzD3Fcu0GnDMA  提取码：qwa4  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1NGORe3b1JRzD3Fcu0GnDMA,英语
spring 源码解析提取码: 7jcn,https://pan.baidu.com/s/1siTf4x4iq2ifPiTEHrx0hQ,https://pan.baidu.com/s/1siTf4x4iq2ifPiTEHrx0hQ,Java
ARM体系结构与编程第2版.pdf,链接：https://pan.baidu.com/s/1eRYjJItfdWga-oghhxSLcw  提取码：d9fn,https://pan.baidu.com/s/1eRYjJItfdWga-oghhxSLcw,C/C++
大型网站技术架构：核心原理与案例分析,链接：https://pan.baidu.com/s/1ZNLe2oxrvH1qZoIwdKsapQ  提取码：cx5b,https://pan.baidu.com/s/1ZNLe2oxrvH1qZoIwdKsapQ,电子书
172-2润色软件及插图规范（公众号：生物实验帮---学霸资源宝库）,链接: https://pan.baidu.com/s/1US7RV5m4A6KESG1WguvsbQ 提取码: ym20,https://pan.baidu.com/s/1US7RV5m4A6KESG1WguvsbQ,其它
计算机是怎样跑起来的,链接：https://pan.baidu.com/s/1Zchv5hvUDZqshxfE1KRHRg  提取码：843k,https://pan.baidu.com/s/1Zchv5hvUDZqshxfE1KRHRg,电子书
python开发,链接: https://pan.baidu.com/s/1O5EGSTXckJucojnUsJJeXw 提取码: 6nqn,https://pan.baidu.com/s/1O5EGSTXckJucojnUsJJeXw,Python
android,链接：https://pan.baidu.com/s/1wpU19jdjsnnQTCenYiD8Aw  提取码：jgpo,https://pan.baidu.com/s/1wpU19jdjsnnQTCenYiD8Aw,电子书
hw模拟器,链接: https://pan.baidu.com/s/1hmTM_WyZKk8DWIkFKZKjdA 提取码: 1krs,https://pan.baidu.com/s/1hmTM_WyZKk8DWIkFKZKjdA,数据库
KALI,链接：https://pan.baidu.com/s/1sVnK9kT_NGxRt9jxjB1hjA  提取码：z9bw,https://pan.baidu.com/s/1sVnK9kT_NGxRt9jxjB1hjA,Linux
c语言数据结构,复制这段内容后打开百度网盘手机App，操作更方便哦 链接:https://pan.baidu.com/s/1TMUtWltWP5IxsKry6sKQsA 提取码:5iz8,https://pan.baidu.com/s/1TMUtWltWP5IxsKry6sKQsA,C/C++
hypermesh,复制这段内容后打开百度网盘手机App，操作更方便哦 链接:https://pan.baidu.com/s/1-JOMidUMBMmAkRd4MBuhIg 提取码:74fi,https://pan.baidu.com/s/1-JOMidUMBMmAkRd4MBuhIg,毕业设计
2020启航计算机,链接: https://pan.baidu.com/s/1NhneSGfUAUDocYEPXZcPEw 提取码: 9ymc,https://pan.baidu.com/s/1NhneSGfUAUDocYEPXZcPEw,电子书
2020.6月四级 SVIP,链接：https://pan.baidu.com/s/1pXDc6gq-13YJMETaTPdQ1w  提取码：48ik,https://pan.baidu.com/s/1pXDc6gq-13YJMETaTPdQ1w,英语
Mongodb权威指南,链接：https://pan.baidu.com/s/1hyL3qeV_alIrBizs6JZaHQ  提取码：1q7v  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1hyL3qeV_alIrBizs6JZaHQ,数据库
易语言教程,链接:https://pan.baidu.com/s/13_9-zh7OXnZ3rXFK_qagsA  密码:1lse,https://pan.baidu.com/s/13_9-zh7OXnZ3rXFK_qagsA,易语言
手把手教你学基于TMS320F28335（PDF）,链接：https://pan.baidu.com/s/16hrqWcJSFiLz57M_M3Z3Dg  提取码：ebs2,https://pan.baidu.com/s/16hrqWcJSFiLz57M_M3Z3Dg,电子书
python操作三大主流库,链接：https://pan.baidu.com/s/1s9Vhfi259_WNttymcwVgHw  提取码：zo4r,https://pan.baidu.com/s/1s9Vhfi259_WNttymcwVgHw,C/C++
姜启源数学建模,链接：https://pan.baidu.com/s/1SVvyvvCbqWZaN-h61NLtfg  提取码：abu0,https://pan.baidu.com/s/1SVvyvvCbqWZaN-h61NLtfg,matlab
C++入门基础课程,链接: https://pan.baidu.com/s/10PE8KSQrv9mdURpusSHRmA 提取码: vw1h,https://pan.baidu.com/s/10PE8KSQrv9mdURpusSHRmA,C/C++
LINUX命令行大全,链接：https://pan.baidu.com/s/1USSL0VCqy4AFw3tU2V6jeA  提取码：jaec,https://pan.baidu.com/s/1USSL0VCqy4AFw3tU2V6jeA,Linux
Linux企业运维实战_吴光科(著),链接：https://pan.baidu.com/s/17DgNNC-fWH_EtnYmOtBKGQ  提取码：yu12,https://pan.baidu.com/s/17DgNNC-fWH_EtnYmOtBKGQ,Linux
C++ Primer 5th中文版,链接：https://pan.baidu.com/s/1k6egbnmMrJq59yvQtI8NWw  提取码：499p,https://pan.baidu.com/s/1k6egbnmMrJq59yvQtI8NWw,C/C++
改善毫米波网络分析5大技巧,链接: https://pan.baidu.com/s/1HHcnKFXj3cLuo74UT8joHg 提取码: a8h6,https://pan.baidu.com/s/1HHcnKFXj3cLuo74UT8joHg,其它
Vue入门教程,链接：https://pan.baidu.com/s/15THjareswbSI5HKBE0LlVg  提取码：mfa6,https://pan.baidu.com/s/15THjareswbSI5HKBE0LlVg,前端
编码,链接：https://pan.baidu.com/s/1wCWsWz4zpDItk1LIYlyroA  提取码：qtz7  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1wCWsWz4zpDItk1LIYlyroA,电子书
1月熟练掌握AE、C4D，零基础的小白特效视频教程,链接: https://pan.baidu.com/s/1bqL_vzY03rlGOgYp15h6EA 提取码: kx73,https://pan.baidu.com/s/1bqL_vzY03rlGOgYp15h6EA,其它
Java 核心技术卷一,链接: https://pan.baidu.com/s/1cN5Xmv2mvAQuihr5os61CQ 提取码: 8u5g 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1cN5Xmv2mvAQuihr5os61CQ,Java
超市订单管理项目,链接：https://pan.baidu.com/s/19XtCobVg4Ds6j_Z_1prcxg  提取码：q1b0,https://pan.baidu.com/s/19XtCobVg4Ds6j_Z_1prcxg,Java
pr教程，向天歌系列,链接：https://pan.baidu.com/s/1lGivqH3x1774ARLqCD07lw  提取码：waa6,https://pan.baidu.com/s/1lGivqH3x1774ARLqCD07lw,软件教程
linux韩顺平,链接：https://pan.baidu.com/s/1d4jdOOg79rdpf9Atxxu8jg  提取码：5xa4,https://pan.baidu.com/s/1d4jdOOg79rdpf9Atxxu8jg,Linux
Python环境搭建,链接：https://pan.baidu.com/s/1xqntgxyL0ngBWTIbKKSTYQ  提取码：hm0c,https://pan.baidu.com/s/1xqntgxyL0ngBWTIbKKSTYQ,Python
数据结构与算法,链接：https://pan.baidu.com/s/1S7-ITjINXDgXGwZHqzmLuw  提取码：f96t,https://pan.baidu.com/s/1S7-ITjINXDgXGwZHqzmLuw,算法
SFML Game Development By Example,https://pan.baidu.com/s/1JjaohZWM0qjvHtaYyloTPA 提取码：90v0,https://pan.baidu.com/s/1JjaohZWM0qjvHtaYyloTPA,C/C++
Python程序设计（第3版),链接: https://pan.baidu.com/s/1cuab3fJmt96_80J0XQ9Duw 提取码: vmhr 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1cuab3fJmt96_80J0XQ9Duw,Python
简历,链接：https://pan.baidu.com/s/18YmjDjSN2wbY6qtMrKhdOw  提取码：ihch,https://pan.baidu.com/s/18YmjDjSN2wbY6qtMrKhdOw,C/C++
10套科研必备Origin实用教程,https://pan.baidu.com/s/1bxfH3_QHuUMXZ67o6endMg 提取码：imt7,https://pan.baidu.com/s/1bxfH3_QHuUMXZ67o6endMg,C/C++
W3School离线手册(2017.03.11版)chm （html css javascript等的离线文档）,链接: https://pan.baidu.com/s/1E8fRGsizUXunwym4OidyeQ 提取码: juba,https://pan.baidu.com/s/1E8fRGsizUXunwym4OidyeQ,前端
java,链接：https://pan.baidu.com/s/1yN-3HcwKLdWO0Ya6il6X5w  提取码：5pod,https://pan.baidu.com/s/1yN-3HcwKLdWO0Ya6il6X5w,Java
简历模板,https://pan.baidu.com/s/1dkL5TK0Scz5mwkSsjRZ4yA,https://pan.baidu.com/s/1dkL5TK0Scz5mwkSsjRZ4yA,简历
编程珠玑2,链接：https://pan.baidu.com/s/1w16oMcuioEev9HRur3_rpA  提取码：j0be,https://pan.baidu.com/s/1w16oMcuioEev9HRur3_rpA,算法
C语言深度解析,链接：https://pan.baidu.com/s/14p8Cz3OVdhYRzc0RL6t79A  提取码：7tl6,https://pan.baidu.com/s/14p8Cz3OVdhYRzc0RL6t79A,C/C++
vue源码解读,链接：https://pan.baidu.com/s/1VoCQCaa4gkYBdwUP_FAyAg  提取码：dnrk,https://pan.baidu.com/s/1VoCQCaa4gkYBdwUP_FAyAg,前端
C primer plus 第六版.pdf,链接：https://pan.baidu.com/s/1Yb90Cd4J7ng8mMaTtw0Cdw  提取码：8m8o,https://pan.baidu.com/s/1Yb90Cd4J7ng8mMaTtw0Cdw,C/C++
深度学习,链接：https://pan.baidu.com/s/1Er9WM7BCt4VdRUAxk4bqoQ  提取码：orft,https://pan.baidu.com/s/1Er9WM7BCt4VdRUAxk4bqoQ,人工智能
Android可穿戴设备高级编程,链接：https://pan.baidu.com/s/1Ar0qvcHmKW_d5MI9gLRnqg  提取码：9nxp,https://pan.baidu.com/s/1Ar0qvcHmKW_d5MI9gLRnqg,安卓
vba,链接：https://pan.baidu.com/s/1XvJUJx8cXQBLYJJPMtEL-Q  提取码：36r8,https://pan.baidu.com/s/1XvJUJx8cXQBLYJJPMtEL-Q,软件教程
GIT权威指南,链接: https://pan.baidu.com/s/1CyTByXfxbe97TBIh6HJtVg  密码: 47q9,https://pan.baidu.com/s/1CyTByXfxbe97TBIh6HJtVg,git/svn
hadoop相关资料,https://pan.baidu.com/s/13w4Rc#list/path=%2F,https://pan.baidu.com/s/13w4Rc,大数据
kubernetes权威指南,链接: https://pan.baidu.com/s/1ELY4I3EqbUfTeJ66r6sJpg 提取码: bkic,https://pan.baidu.com/s/1ELY4I3EqbUfTeJ66r6sJpg,软件教程
传智播客_韩顺平_php从入门到精通,https://pan.baidu.com/s/1eR5vraE#list/path=%2F,https://pan.baidu.com/s/1eR5vraE,PHP
CSS禅意花园,链接:https://pan.baidu.com/s/1AsBN2opJFRGPqVfkKs4y_g  密码:j69o,https://pan.baidu.com/s/1AsBN2opJFRGPqVfkKs4y_g,C/C++
网御网闸配置案例集,链接: https://pan.baidu.com/s/1zG6kbOOfqRevOJupvMlPUg 提取码: puzk,https://pan.baidu.com/s/1zG6kbOOfqRevOJupvMlPUg,其它
15910635462,链接：https://pan.baidu.com/s/1-cdovg5YhxeQ-4PHGxtD9Q  提取码：vby3,https://pan.baidu.com/s/1-cdovg5YhxeQ-4PHGxtD9Q,Java
RedHat8.0,链接：https://pan.baidu.com/s/1aexZzS7kHniabj4F8Dc6gA  提取码：7bq1  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1aexZzS7kHniabj4F8Dc6gA,C/C++
Oracle 高性能SQL引擎剖析,链接：https://pan.baidu.com/s/1bIIb9pUqMAKhl1-wAG_iVg  提取码：p57g,https://pan.baidu.com/s/1bIIb9pUqMAKhl1-wAG_iVg,数据库
Prometheus监控视频,https://pan.baidu.com/s/14WqRpwJm6OJpq9XjYnYShw       提取码1vhe,https://pan.baidu.com/s/14WqRpwJm6OJpq9XjYnYShw,Linux
c语言（小甲鱼）,链接：https://pan.baidu.com/s/1YBAVP0y0B-o45SU8ywrv0Q  提取码：n7tn,https://pan.baidu.com/s/1YBAVP0y0B-o45SU8ywrv0Q,C/C++
2019最新python二级培训视频,链接：https://pan.baidu.com/s/12Iz9-RJ2OORKpDMwL_BCKQ  提取码：2rt0,https://pan.baidu.com/s/12Iz9-RJ2OORKpDMwL_BCKQ,Python
分布式爬虫全套——验证码wnj9,https://pan.baidu.com/s/1UK2gsWu9C7YtjELVIkbxQA,https://pan.baidu.com/s/1UK2gsWu9C7YtjELVIkbxQA,Python
ACM贪心算法,链接: https://pan.baidu.com/s/1LpFBbqZxKIbN3mPD1hhhGg  密码: d5rc,https://pan.baidu.com/s/1LpFBbqZxKIbN3mPD1hhhGg,C/C++
C基础,链接: https://pan.baidu.com/s/1S-RkHj0AHOrkZZD1OIdO7A 提取码: xf7p,https://pan.baidu.com/s/1S-RkHj0AHOrkZZD1OIdO7A,C/C++
web 漏洞,https://pan.baidu.com/s/1BwoXiQDtB5YAeNorwb60hQ  密码:8mr8,https://pan.baidu.com/s/1BwoXiQDtB5YAeNorwb60hQ,前端
Python爬虫项目实战全程实录,链接：https://pan.baidu.com/s/1DJR_N706HChbIMOsNoWb0w  提取码：azjp,https://pan.baidu.com/s/1DJR_N706HChbIMOsNoWb0w,Python
python 软件安装包,链接：https://pan.baidu.com/s/1tVsSvj54XDurxYZWntH0xA  提取码：7gd8  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1tVsSvj54XDurxYZWntH0xA,Python
《OpenCV 3.0 Computer Vision with Java》中文版PDF,https://pan.baidu.com/s/1o6KPoAA,https://pan.baidu.com/s/1o6KPoAA,Java
CentOS 7 linux server cookbook 2nd Edition(pdf),链接: https://pan.baidu.com/s/1zcFVzfiwAIyAOn0RogY63g 提取码: sknv,https://pan.baidu.com/s/1zcFVzfiwAIyAOn0RogY63g,Linux
程序员数学,链接: https://pan.baidu.com/s/15Rc57kUXVYrCIRa5gqwV2Q 提取码: wypu,https://pan.baidu.com/s/15Rc57kUXVYrCIRa5gqwV2Q,算法
周立功A7开发资料,https://pan.baidu.com/share/init?surl=3AtVVHqLnyXlmVa8rd87Gg  (xe5c),https://pan.baidu.com/share/init,单片机
ansible自动化运维,链接：https://pan.baidu.com/s/1MMsbRqYd3bMWAhCHc0sO7g  提取码：51p9,https://pan.baidu.com/s/1MMsbRqYd3bMWAhCHc0sO7g,Linux
Linux教程,https://pan.baidu.com/s/1c2x9kWg#list/path=%2F,https://pan.baidu.com/s/1c2x9kWg,Linux
2020英语专业四级全程班,链接：https://pan.baidu.com/s/120ZF32Mxge3VDXpTacep7A  提取码：syih  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/120ZF32Mxge3VDXpTacep7A,英语
模拟电子第六版,链接：https://pan.baidu.com/s/13d7QZFE8x0ZRyOSCFz6SaQ  提取码：j29l,https://pan.baidu.com/s/13d7QZFE8x0ZRyOSCFz6SaQ,电子书
零基础学单片机C语言程序设计,https://pan.baidu.com/s/1ggBEjy8GIs7s9HV3VRDutg,https://pan.baidu.com/s/1ggBEjy8GIs7s9HV3VRDutg,C/C++
已Java基础301集_史上最全的Java基础教程,链接: https://pan.baidu.com/s/1c6xboaKtUKUf-dI_KnnsDA 提取码: kbfy,https://pan.baidu.com/s/1c6xboaKtUKUf-dI_KnnsDA,Java
个人简历全套模板,https://pan.baidu.com/s/1MzhwfMxJYZGxbt0esczpzg,https://pan.baidu.com/s/1MzhwfMxJYZGxbt0esczpzg,简历
C程序设计（第四版）,链接：https://pan.baidu.com/s/1nVmEzWTvRSz1sKW_QmyXCQ  提取码：efr6,https://pan.baidu.com/s/1nVmEzWTvRSz1sKW_QmyXCQ,C/C++
全面系统Python3.8入门+进阶 (程序员必备第二语言),复制这段内容后打开百度网盘手机App，操作更方便哦 链接:https://pan.baidu.com/s/1a_1PKx2fkrLN7kL7I0Q5Iw 提取码:l5w4,https://pan.baidu.com/s/1a_1PKx2fkrLN7kL7I0Q5Iw,Python
1000道互联网Java工程师面试题,链接: https://pan.baidu.com/s/1z-lY-J7glfBfWpvK0kVxsA 提取码: ntgr,https://pan.baidu.com/s/1z-lY-J7glfBfWpvK0kVxsA,Java
OpenStack云平台技术 OpenStack 云计算,链接：https://pan.baidu.com/s/1eh6nTLZvIuEpDErMugLOCw  提取码：k3we,https://pan.baidu.com/s/1eh6nTLZvIuEpDErMugLOCw,Linux
爬虫书籍,链接：https://pan.baidu.com/s/1LaCO0XmeDP4CkOs2MAQhZw  提取码：8xl5,https://pan.baidu.com/s/1LaCO0XmeDP4CkOs2MAQhZw,电子书
C Primer Plus (教学视频),链接：https://pan.baidu.com/s/1wktCcfMpJ0SiWOL7KptMoQ  提取码：fjpk,https://pan.baidu.com/s/1wktCcfMpJ0SiWOL7KptMoQ,C/C++
大话数据结构,链接：https://pan.baidu.com/s/1mV6I2zdER3XQGTXyLfr4ww  提取码：yngc  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1mV6I2zdER3XQGTXyLfr4ww,电子书
c语言项目源码大全,链接: https://pan.baidu.com/s/1w44G-Y1B1Qm0lYcYvqmyzw 提取码: aikb,https://pan.baidu.com/s/1w44G-Y1B1Qm0lYcYvqmyzw,C/C++
MATLAB数学建模经典案例分析,链接：https://pan.baidu.com/s/1uEerU3yUKqL77ouekbdkLw  提取码：covl,https://pan.baidu.com/s/1uEerU3yUKqL77ouekbdkLw,matlab
【图解】系列书籍PDF,链接：https://pan.baidu.com/s/1VD-Aet38A4bzEZSPct-6ww  提取码：z4kj,https://pan.baidu.com/s/1VD-Aet38A4bzEZSPct-6ww,电子书
深入了解Java虚拟机-第三版,链接：https://pan.baidu.com/s/1LB4nYNgIKcrgdP6abioJvQ  提取码：hois,https://pan.baidu.com/s/1LB4nYNgIKcrgdP6abioJvQ,Java
JAVA教程(史上最全),链接：https://pan.baidu.com/s/199UPkehRhQepU6mT2xooYw  提取码：37w7,https://pan.baidu.com/s/199UPkehRhQepU6mT2xooYw,Java
算法基础提高课程,链接：https://pan.baidu.com/s/1MaNUcdt-YbmWaUN92KlIwg  提取码：5dml,https://pan.baidu.com/s/1MaNUcdt-YbmWaUN92KlIwg,算法
Python众多教程及电子书,链接: https://pan.baidu.com/s/1n5BtwkxgFTqBjgQ-jWKsnw 提取码: ihp5,https://pan.baidu.com/s/1n5BtwkxgFTqBjgQ-jWKsnw,Python
英语语法新思维初级教程-走近语法-pdf,链接：https://pan.baidu.com/s/1SoWLkY7phPdCNjH8EWNOOA  提取码：utev,https://pan.baidu.com/s/1SoWLkY7phPdCNjH8EWNOOA,英语
Haclon机器视觉教程,链接：https://pan.baidu.com/s/1U3f1duCIMmO47F2SN2e9kA  提取码：9awq,https://pan.baidu.com/s/1U3f1duCIMmO47F2SN2e9kA,软件教程
计算机科学的基础,链接: https://pan.baidu.com/s/13CdasUjqfK94D9pRBwbxSA 提取码: dju3,https://pan.baidu.com/s/13CdasUjqfK94D9pRBwbxSA,电子书
北京尚学堂，百战程序员python3400集,链接: https://pan.baidu.com/s/1xdG6RGNteEcN1YOA6aGmVw 提取码: gc58,https://pan.baidu.com/s/1xdG6RGNteEcN1YOA6aGmVw,Python
尚硅谷-H5前端学习资料（提取码：5zbb）,https://pan.baidu.com/s/1EtZMRSojv9jspZWLMGvAyA,https://pan.baidu.com/s/1EtZMRSojv9jspZWLMGvAyA,前端
郝斌C语言教程视频（180集全） 提取码：gdcv,https://pan.baidu.com/s/1cEgmWtZkOhynx_Anw2k3fg,https://pan.baidu.com/s/1cEgmWtZkOhynx_Anw2k3fg,C/C++
5.1《matlab数学建模算法全收录 799页 47M 超清书签版》,链接：https://pan.baidu.com/s/1Rd6kSPW9riBKFjP8KKnvJA  提取码：amko  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1Rd6kSPW9riBKFjP8KKnvJA,matlab
各类精华简历模板,链接：https://pan.baidu.com/s/1iAPdNvoK95L-qTY_G4fCfg  提取码：5011,https://pan.baidu.com/s/1iAPdNvoK95L-qTY_G4fCfg,简历
《云存储技术与应用》,链接：https://pan.baidu.com/s/1pOBOT_db2QlKhh1HnGJ3pA  提取码：ac6c,https://pan.baidu.com/s/1pOBOT_db2QlKhh1HnGJ3pA,Linux
Linux Shell脚本攻略 第3版,链接：https://pan.baidu.com/s/1G2wPa-G56Fle79YsT754Mw  提取码：y639,https://pan.baidu.com/s/1G2wPa-G56Fle79YsT754Mw,Linux
EVE,链接：https://pan.baidu.com/s/1GaPbUGCZXr2JrhzGa-0nsg  提取码：khxb  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1GaPbUGCZXr2JrhzGa-0nsg,软件
LNMP环境搭建,链接：https://pan.baidu.com/s/1nSIySRQd9Tod5ITuroESMA  提取码：l0v0,https://pan.baidu.com/s/1nSIySRQd9Tod5ITuroESMA,Linux
银行螺丝钉 | 躺着也赚钱的理财课,https://pan.baidu.com/s/1oGf6ojznUYfZ5zIIBbBrew 提取码: 553p,https://pan.baidu.com/s/1oGf6ojznUYfZ5zIIBbBrew,公开课
OpenCV3编程入门_毛星云编著,链接: https://pan.baidu.com/s/1MmjY0UNIYow8YXIXUZiGoA 提取码: 4skw,https://pan.baidu.com/s/1MmjY0UNIYow8YXIXUZiGoA,电子书
冈萨雷斯数字图像处理MATLAB版.中文版,链接：https://pan.baidu.com/s/1Igm4Qqlgk1jRN-8XTKmdlw  提取码：yyy5,https://pan.baidu.com/s/1Igm4Qqlgk1jRN-8XTKmdlw,matlab
MySQL 基础+高级篇- 数据库 -sql -尚硅谷-mysql数据库语句笔记.docx,链接: https://pan.baidu.com/s/1-AeffMbYAtgg2nRShf8a1g 提取码: 52pj,https://pan.baidu.com/s/1-AeffMbYAtgg2nRShf8a1g,数据库
badboy录制脚本,链接：https://pan.baidu.com/s/1thLUVCbP6PrxjgX_sVnuhw  提取码：5j0h  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1thLUVCbP6PrxjgX_sVnuhw,软件测试
人工智能复杂问题求解的结构和策略（原书第6版）].(卢格).郭茂祖等.扫描版,链接：https://pan.baidu.com/s/1HFSu7_hn2166ABg84CwGNQ  提取码：93lg,https://pan.baidu.com/s/1HFSu7_hn2166ABg84CwGNQ,人工智能
黑马javaEE 第57期,链接：https://pan.baidu.com/s/1mx2eK4XssT95VwsqL22jLw  提取码：m0ls,https://pan.baidu.com/s/1mx2eK4XssT95VwsqL22jLw,Java
图灵 电子电气工程师必知必会,链接：https://pan.baidu.com/s/1svhPtnm68nzf0tlAIL-3Uw  提取码：uv7s,https://pan.baidu.com/s/1svhPtnm68nzf0tlAIL-3Uw,其它
计算机网络++自顶向下方法.原书第6版,链接：https://pan.baidu.com/s/1_ePABzwFX9ApsG_uN9oV4g  提取码：cpo0,https://pan.baidu.com/s/1_ePABzwFX9ApsG_uN9oV4g,电子书
编程必备基础知识计算机组成原理+操作系统+计算机网络,链接：https://pan.baidu.com/s/1PTTYoQjw0z32qtBhO07LQw  提取码：36jy,https://pan.baidu.com/s/1PTTYoQjw0z32qtBhO07LQw,其它
本杰.NET(张波主讲)c#完整版,链接：https://pan.baidu.com/s/1LmCFfIx7_5SJKBtc2nBv1g  提取码：cjka,https://pan.baidu.com/s/1LmCFfIx7_5SJKBtc2nBv1g,C#
计算机二级（公共基础和vs2010）,链接: https://pan.baidu.com/s/1Ig3b8sLQHCFlIwmOtobw7g 提取码: 5tk1 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1Ig3b8sLQHCFlIwmOtobw7g,C/C++
网络工程师,链接：https://pan.baidu.com/s/1BQf4i59bbpCKpUWAEDY5nA  提取码：3vdg,https://pan.baidu.com/s/1BQf4i59bbpCKpUWAEDY5nA,其它
MFC资料大全,链接：https://pan.baidu.com/s/1hT2QgdLj3ZQp3UibQdgTQw  提取码：u7hr,https://pan.baidu.com/s/1hT2QgdLj3ZQp3UibQdgTQw,C/C++
编译原理,https://pan.baidu.com/s/1QaoYj0Obfi774w1PUc6I_g     提取码：qgz9,https://pan.baidu.com/s/1QaoYj0Obfi774w1PUc6I_g,电子书
谢希仁《计算机网络》第七版视频,链接：https://pan.baidu.com/s/1yaqZav6EPjMCQT5fqWzPbQ  提取码：ssg1  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1yaqZav6EPjMCQT5fqWzPbQ,公开课
深入理解计算机操作系统,链接：https://pan.baidu.com/s/1gZ8_GXcj81CrsQYBWRJ11A 提取码：33HJ,https://pan.baidu.com/s/1gZ8_GXcj81CrsQYBWRJ11A,电子书
精通SpringBoot42讲,（https://pan.baidu.com/s/1ipeGq4F9bg6dT3pTWwjULg）提取码：ssfn,https://pan.baidu.com/s/1ipeGq4F9bg6dT3pTWwjULg,Java
【千锋】Ja-va从入门到精通（小白必看）（221集）,链接：https://pan.baidu.com/s/10qFszpktdd3cDY5nJcCdNg  提取码：xzb0  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/10qFszpktdd3cDY5nJcCdNg,Java
TCP IP详解（上下卷）,链接：https://pan.baidu.com/s/1yonnFH_wQmEgxAo_RZ6VHw  提取码：vcgx  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1yonnFH_wQmEgxAo_RZ6VHw,电子书
c语言视频,https://pan.baidu.com/s/1rP3AUF_Sz0YEUiEOvrQjdQ 密码：52pj,https://pan.baidu.com/s/1rP3AUF_Sz0YEUiEOvrQjdQ,C/C++
vue,链接：https://pan.baidu.com/s/1Cpo5vwHHaD5zGA4_DSLSwg  提取码：4jv4,https://pan.baidu.com/s/1Cpo5vwHHaD5zGA4_DSLSwg,Java
机器学习-周志华（提取码：aksm）,https://pan.baidu.com/s/1aixIxdsXsxhyLjVQ3h4b6w,https://pan.baidu.com/s/1aixIxdsXsxhyLjVQ3h4b6w,人工智能
C Primer Plus 第六版,链接：https://pan.baidu.com/s/1QoQEEAJMGPBje0XaUxaKvQ  提取码：lbdi,https://pan.baidu.com/s/1QoQEEAJMGPBje0XaUxaKvQ,C/C++
English Pronouciation in use 发音及讲义,链接：https://pan.baidu.com/s/16720XJsnSa46jMhBELOp3w  提取码：v65w,https://pan.baidu.com/s/16720XJsnSa46jMhBELOp3w,英语
Wireshark网络分析实战：密码e020,https://pan.baidu.com/s/1e8n6DQdVEX0t-u0C9FDC5g,https://pan.baidu.com/s/1e8n6DQdVEX0t-u0C9FDC5g,软件教程
传智播客GIT视频,链接：https://pan.baidu.com/s/1oQvQOKccB9TDxrAzg1zsUg  提取码：fx4k,https://pan.baidu.com/s/1oQvQOKccB9TDxrAzg1zsUg,git/svn
c#,链接：https://pan.baidu.com/s/1-anSTM3BW1tNqGZXtHJgdw  提取码：1y0i,https://pan.baidu.com/s/1-anSTM3BW1tNqGZXtHJgdw,C#
